title,label,text,word_count
Near-infrared observations of type Ia supernovae: The best known standard candle for cosmology,1,"Type Ia supernovae (SNe Ia) are known to be the most reliable ""standard candles"" used in cosmology. These type of supernovae reach an extremely high temperature and brightness, and their light curves are easily observable at both visible and near-infrared wavelengths. Despite this, the wavelength range of the observations of SNe Ia has not always been optimized for maximum efficiency. In recent years, observations in the near-infrared (NIR) have proven to be particularly beneficial for improving the cosmological accuracy of SNe Ia, leading to a more precise measurement of the expansion rate of the universe.

NIR observations provide a number of advantages in comparison to visible light observations. These benefits include lower extinction due to dust, a reduced dependence on the host galaxy's metallicity, and a smaller impact of intrinsic variations in the spectral features of SNe Ia on their observed flux. Additionally, NIR observations can be used to identify SNe Ia at higher redshifts, beyond the capability of optical telescopes, allowing for the study of the distribution of dark matter and dark energy in the universe.

Several research teams have now successfully used NIR observations to identify and classify SNe Ia. Initial results from these studies suggest that NIR observations may produce more accurate determinations of the distance modulus and other cosmological parameters. These new measurements have the potential to uncover new information about the universe, such as precise constraints on the equation of state of dark energy and the evolution of dark matter.

While NIR observations have proven to be a powerful tool for cosmologists, they are not without their limitations. For example, the collection of NIR data is more uniquely challenging than visible light observations, requiring larger detectors and longer exposure times. However, NIR observations of SNe Ia have already demonstrated their efficacy, and future studies are expected to make full use of this powerful tool.

Overall, the application of NIR observations has led to significant progress in determining cosmological parameters. As such, complete surveys using NIR observations of SNe Ia will be essential for the future of precision cosmology.",346
"Physics case for an LHCb Upgrade II - Opportunities in flavour physics, and beyond, in the HL-LHC era",0,"The LHCb Upgrade II will fully exploit the flavour-physics opportunities of the HL-LHC, and study additional physics topics that take advantage of the forward acceptance of the LHCb spectrometer. The LHCb Upgrade I will begin operation in 2020. Consolidation will occur, and modest enhancements of the Upgrade I detector will be installed, in Long Shutdown 3 of the LHC (2025) and these are discussed here. The main Upgrade II detector will be installed in long shutdown 4 of the LHC (2030) and will build on the strengths of the current LHCb experiment and the Upgrade I. It will operate at a luminosity up to $ 2 \times 10^{34} \rm cm^{-2}s^{-1}$, ten times that of the Upgrade I detector. New detector components will improve the intrinsic performance of the experiment in certain key areas. An Expression Of Interest proposing Upgrade II was submitted in February 2017. The physics case for the Upgrade II is presented here in more depth. $CP$-violating phases will be measured with precisions unattainable at any other envisaged facility. The experiment will probe $b\to s \ell^+\ell^-$ and $b\to d \ell^+\ell^-$ transitions in both muon and electron decays in modes not accessible at Upgrade I. Minimal flavour violation will be tested with a precision measurement of the ratio of $B(B^0\to\mu^+\mu^-)/B(B_s^0\to \mu^+\mu^-)$. Probing charm $CP$ violation at the $10^{-5}$ level may result in its long sought discovery. Major advances in hadron spectroscopy will be possible, which will be powerful probes of low energy QCD. Upgrade II potentially will have the highest sensitivity of all the LHC experiments on the Higgs to charm-quark couplings. Generically, the new physics mass scale probed, for fixed couplings, will almost double compared with the pre-HL-LHC era; this extended reach for flavour physics is similar to that which would be achieved by the HE-LHC proposal for the energy frontier.",328
"Physics case for an LHCb Upgrade II - Opportunities in flavour physics, and beyond, in the HL-LHC era",1,"The LHCb collaboration is planning an upgrade to its detector and data acquisition system, which will enable the experiment to collect data at an unprecedented rate at the High-Luminosity LHC (HL-LHC). In this paper, we present the physics case for this upgrade, focusing on the opportunities it will provide for studies of flavour physics and beyond in the HL-LHC era.

Flavour physics is the study of the properties of particles that determine their decays, and it provides a unique window into new physics beyond the Standard Model. The LHCb experiment has already made significant contributions to this field, and the upgrade will allow us to explore even rarer and more subtle phenomena. With the upgraded detector, we will be able to measure with greater precision the decays of b-hadrons, which are rich in flavour-changing neutral currents, and investigate the patterns of CP violation in these decays. In addition, we will be able to search for evidence of new particles and interactions that could explain some of the puzzles in flavour physics, such as the observed excess of matter over antimatter in the universe.

Beyond flavour physics, the upgraded LHCb detector will open up new opportunities in other areas of particle physics. With its improved particle identification and tracking, it will be able to study rare processes involving kaons and rare tau decays, providing complementary information to experiments at other colliders. The upgraded detector will also be sensitive to a wide range of exotic particles, including dark matter candidates, sterile neutrinos, and axion-like particles, which could reveal new physics beyond the Standard Model.

In conclusion, the LHCb Upgrade II presents a compelling physics case for exploring the frontiers of particle physics in the HL-LHC era. With its improved capabilities for studying flavour physics and beyond, it will make a unique contribution to the worldwide effort to understand the fundamental nature of the universe.",319
On torque computation in electric machine simulation by harmonic mortar methods,0,"The use of trigonometric polynomials as Lagrange multipliers in the harmonic mortar method enables an efficient and elegant treatment of relative motion in the stator-rotor coupling of electric machine simulation. Explicit formulas for the torque computation are derived by energetic considerations, and their realization by harmonic mortar finite element and isogemetric analysis discretizations is discussed. Numerical tests are presented to illustrate the theoretical results and demonstrate the potential of harmonic mortar methods for the evaluation of torque ripples.",79
On torque computation in electric machine simulation by harmonic mortar methods,1,"This paper presents a novel approach to torque computation in electric machine simulation using harmonic mortar methods. Specifically, we propose a new formulation based on the mortar element method that yields accurate and efficient results, even for high-order geometries. Through numerical experiments, we demonstrate the superiority of our method over other commonly used techniques, exhibiting excellent convergence rates and scalability. Our findings have important implications for the design and optimization of electric machines for various industrial applications.",78
Inequalities for the Hodge numbers of irregular compact Kaehler manifolds,0,"Based on work of R. Lazarsfeld and M. Popa, we use the derivative complex associated to the bundle of the holomorphic p-forms to provide inequalities for all the Hodge numbers of a special class of irregular compact Kaehler manifolds. For 3-folds and 4-folds we give an asymptotic bound for all the Hodge numbers in terms of the irregularity. As a byproduct, via the BGG correspondence, we also bound the regularity of the exterior cohomology modules of bundles of holomorphic p-forms.",84
Inequalities for the Hodge numbers of irregular compact Kaehler manifolds,1,"This research article presents new inequalities for the Hodge numbers of irregular compact Kaehler manifolds. The main result of the study details the relationship between the Hodge numbers and the dimension of the manifold, and demonstrates how this relationship affects the overall algebraic topology of such manifolds. We prove the inequalities using a combination of geometric and algebraic techniques, yielding novel insights into the structure of these manifolds. This work has broad implications for algebraic geometry, differential geometry, and topology, and represents a significant contribution to the field.",88
New first trimester crown-rump length's equations optimized by structured data collection from a French general population,0,"--- Objectives --- Prior to foetal karyotyping, the likelihood of Down's syndrome is often determined combining maternal age, serum free beta-HCG, PAPP-A levels and embryonic measurements of crown-rump length and nuchal translucency for gestational ages between 11 and 13 weeks. It appeared important to get a precise knowledge of these scan parameters' normal values during the first trimester. This paper focused on crown-rump length. --- METHODS --- 402 pregnancies from in-vitro fertilization allowing a precise estimation of foetal ages (FA) were used to determine the best model that describes crown-rump length (CRL) as a function of FA. Scan measures by a single operator from 3846 spontaneous pregnancies representative of the general population from Northern France were used to build a mathematical model linking FA and CRL in a context as close as possible to normal scan screening used in Down's syndrome likelihood determination. We modeled both CRL as a function of FA and FA as a function of CRL. For this, we used a clear methodology and performed regressions with heteroskedastic corrections and robust regressions.

The results were compared by cross-validation to retain the equations with the best predictive power. We also studied the errors between observed and predicted values. --- Results --- Data from 513 spontaneous pregnancies allowed to model CRL as a function of age of foetal age. The best model was a polynomial of degree 2. Datation with our equation that models spontaneous pregnancies from a general population was in quite agreement with objective datations obtained from 402 IVF pregnancies and thus support the validity of our model. The most precise measure of CRL was when the SD was minimal (1.83mm), for a CRL of 23.6 mm where our model predicted a 49.4 days of foetal age. Our study allowed to model the SD from 30 to 90 days of foetal age and offers the opportunity of using Zscores in the future to detect growth abnormalities. --- Conclusion --- With powerful statistical tools we report a good modeling of the first trimester embryonic growth in the general population allowing a better knowledge of the date of fertilization useful in the ultrasound screening of Down's syndrome. The optimal period to measure CRL and predict foetal age was 49.4 days (9 weeks of gestational age). Our results open the way to the detection of foetal growth abnormalities using CRL Zscores throughout the first trimester.",401
New first trimester crown-rump length's equations optimized by structured data collection from a French general population,1,"In this study, we present our findings in creating new first trimester crown-rump length equations that have been optimized through structured data collection from a French general population. Early prenatal care is essential in ensuring the well-being of both the mother and the fetus. One crucial aspect of early prenatal care is the accurate measurement of the crown-rump length (CRL) of the fetus, which is used to estimate the gestational age of the fetus.

We aimed to develop new CRL equations that were optimized through structured data collection from a French general population. Our dataset consisted of 4,893 pregnant women who underwent routine ultrasound examinations during their first trimester. We gathered data on the CRL and gestational age of these women and developed new equations based on this data.

Our results showed that the CRL equations we developed were more accurate and precise in estimating gestational age than the currently used equations. Furthermore, our equations performed better across a wide range of gestational ages, which makes them more applicable to a diverse population.

One of the most significant contributions of our study is the use of a French general population in the optimization of the CRL equations. Previous studies have focused on specific subpopulations, which limits the applicability of the equations developed. By using a general population, our equations are more generalizable and applicable to a wider population.

Overall, our study provides new CRL equations that are optimized using structured data collection from a French general population. These equations are more accurate and precise in estimating gestational age and are applicable to a diverse population. Our findings have implications for early prenatal care, as accurate gestational age estimation is crucial in ensuring the well-being of both the mother and the fetus.",296
A MIKE + UVES survey of Sub-Damped Lyman-Alpha Systems at z<1.5,0,"We have combined the results from our recent observations of Damped and sub-Damped Lyman-alpha systems with the MIKE and UVES spectrographs on the Magellan Clay and VLT Kueyen telescopes with ones from the literature to determine the N(HI)-weighted mean metallicity of these systems based both on Fe, a depleted element in QSO absorbers and the local ISM, and Zn a relatively undepleted element. In each case, the N(HI)-weighted mean metallicity is higher and shows faster evolution in sub-DLAs than the classical DLA systems. Large grids of photoionisation models over the sub-DLA \nhI range with CLOUDY show that the ionisation corrections to the abundances are in general small, however the fraction of ionized H can be up to ~90 per cent. The individual spectra have been shifted to the rest frame of the absorber and averaged together to determine the average properties of these systems at z<1.5. We find that the average abundance pattern of the Sub-DLA systems is similar to the gas in the halo of the Milky Way, with an offset of ~0.3 dex in the overall metallicity.

Both DLAs and Sub-DLAs show similar characteristics in their relative abundances patterns, although the DLAs have smaller <[Mn/Zn]> as well as higher <[Ti/Zn]> and <[Cr/Zn]>. We calculate the contribution of sub-DLAs to the metal budget of the Universe, and find that the sub-DLA systems at z<1.5 contain a comoving density of metals Omega_met (3.5-15.8)x10^{5} M_sun Mpc^{-3}, at least twice the comoving density of metals in the DLA systems. The sub-DLAs do however track global chemical evolution models much more closely than do the DLAs, perhaps indicating that they are a less dust biased metallicity indicator of galaxies at high redshifts than the DLA systems.",310
A MIKE + UVES survey of Sub-Damped Lyman-Alpha Systems at z<1.5,1,"Recent observations indicate that low-mass galaxies may play a crucial role in the star formation history of the universe. In this context, we present a survey of sub-damped Lyman-Alpha (sub-DLA) systems at redshifts z<1.5, tracing the neutral gas content of low-mass galaxies and their role in galaxy evolution. Our survey is based on the combination of two samples, the MIKE and UVES samples, which consist of high-resolution spectroscopic data taken with the Magellan Inamori Kyocera Echelle (MIKE) and the Ultraviolet and Visual Echelle Spectrograph (UVES) instruments, respectively. Our analysis shows that sub-DLA systems are primarily associated with low-mass galaxies, implying that these galaxies play a crucial role in the process of galaxy evolution by serving as reservoirs of neutral gas.

We apply a bayesian model comparison approach to show that these systems are consistent with a simple model of homogeneous, turbulent gas occupying a spherically-symmetric region within the host galaxy. Our analysis also reveals a correlation between the kinematics of the sub-DLA absorption features and the galaxy, suggesting that the sub-DLA systems are intimately tied to the host galaxy's overall properties. We also investigate the impact of sub-DLA systems on the intergalactic medium (IGM) and find that their contribution to the overall HI content of the IGM is small, indicating that sub-DLAs are unlikely to play a dominant role in cosmic reionization. Overall, our study sheds new light on the connection between low-mass galaxies and the neutral gas content of the universe, providing crucial insights into the processes governing galaxy evolution and the history of the universe.",274
Quotients of exact categories by cluster tilting subcategories as module categories,0,"We prove that some subquotient categories of exact categories are abelian.

This generalizes a result by Koenig-Zhu in the case of (algebraic) triangulated categories. As a particular case, if an exact category B with enough projectives and injectives has a cluster tilting subcategory M, then B/M is abelian. More precisely, it is equivalent to the category of finitely presented modules over the stable category of M.",68
Quotients of exact categories by cluster tilting subcategories as module categories,1,"We study the quotient categories of exact categories by cluster tilting subcategories, which are naturally module categories. We investigate the relationship between these categories and their cluster-tilting objects, showing that such objects act as generators. Our work leads to a complete understanding of the homological properties of these categories, including their Auslander-Reiten theory and the shape of their singularity categories.",62
Curvature-driven migration of colloids on lipid bilayers,0,"Colloids and proteins alike can bind to lipid bilayers and move laterally in these two-dimensional fluids. Inspired by proteins that generate membrane curvature, sense the underlying membrane geometry, and migrate to high curvature sites, we explore the question: Can colloids, adhered to lipid bilayers, also sense and respond to membrane geometry? We report the curvature migration of Janus microparticles adhered to giant unilamellar vesicles elongated to present well defined curvature fields. However, unlike proteins, which migrate to minimize membrane bending energy, colloids migrate by an entirely different mechanism. By determining the energy dissipated along a trajectory, the energy field mediating these interactions is inferred to be linear in the local deviatoric curvature, as reported previously for colloids trapped at curved interfaces between immiscible fluids. In this latter system, however, the energy gradients are far larger, so particles move deterministically, whereas the colloids on vesicles move with significant fluctuations in regions of weak curvature gradient. By addressing the role of Brownian motion, we show that the observed curvature migration of colloids on bilayers is indeed a case of curvature capillary migration, with membrane tension playing the role of interfacial tension. Furthermore, since this motion is mediated by membrane tension and shape, it can be modulated, or even turned ""on"" and ""off"", by simply varying these parameters. While particle-particle interactions on lipid membranes have been considered in many contributions, we report here an exciting and previously unexplored modality to actively direct the migration of colloids to desired locations on lipid bilayers.",251
Curvature-driven migration of colloids on lipid bilayers,1,"This research work investigates the curvature-driven migration of colloids on lipid bilayers. The interaction between colloids and lipid bilayers has gained significant attention in recent years. The curvature of the lipid bilayers acts as a driving force for colloidal migration, but the underlying mechanism behind this phenomenon is not well-understood. By using microscopy and spectroscopic techniques, this study showcases the experimental results of the colloids' dynamic migration on model lipid bilayers.

The outcome of the experiments indicates that the curvature of the lipid bilayers creates gradients in the lateral energy landscape that act as a driving force, leading to the migration of colloids. The migration speed of the colloids is found to increase with the lipid bilayer's curvature, with greater curvature causing faster migration rates. The use of different types of colloids in the experiments helped to elucidate this phenomenon.

This research contributes to our understanding of the interplay between lipid bilayers and colloidal particles, and it opens up new possibilities for the development of colloidal transport devices. It has implications in diverse areas of research, such as biomimetic systems, drug delivery, and pore formation in biological membranes. These findings have significant implications for the design of synthetic systems that mimic the function and behavior of biological systems. Overall, this study provides a fundamental understanding of the dynamics of colloidal migration in lipid bilayers and opens up new possibilities for the development of novel applications in the field of materials science.",244
The biomechanical properties of F1C pili,0,"Uropathogenic Escherichia coli (UPEC) express various kinds of organelles, so-called pili or fimbriae, that mediate adhesion to host tissue in the urinary tract through specific receptor-adhesin interactions. The biomechanical properties of these pili have been considered important for the ability of bacteria to withstand shear forces from rinsing urine flows. Force measuring optical tweezers have been used to characterize individual organelles of F1C type expressed by UPEC bacteria with respect to such properties. Qualitatively, the force-vs.-elongation response was found to be similar to that of other types of helix-like pili expressed by UPEC, i.e. type 1, P, and S, with force-induced elongation in three regions of which one represents the important uncoiling mechanism of the helix-like quaternary structure. Quantitatively, the steady-state uncoiling force was assessed to 26.4(1.4) pN, which is similar to those of other pili (which range from 21 pN for SI to 30 pN for type 1). The corner velocity for dynamic response (1400 nm/s) was found to be larger than those of the other pili (400 -700 nm/s for S and P pili, and 6 nm/s for type 1). The kinetics were found to be faster, with a thermal opening rate of 17 Hz, a few times higher than S and P pili, and three orders of magnitude times higher than type 1. These data suggest that F1C pili are, like P and S pili, evolutionary-selected to primarily withstand the conditions expressed in the upper urinary tract.",256
The biomechanical properties of F1C pili,1,"F1C pili are filamentous surface appendages produced by bacteria that play a crucial role in biofilm formation and bacterial pathogenesis. Understanding the biomechanical properties of F1C pili is key to developing strategies to prevent bacterial infections. In this study, we characterized the mechanical behavior of F1C pili using atomic force microscopy (AFM) and molecular dynamics simulations (MDS). Our AFM experiments revealed that F1C pili exhibit a nonlinear force-extension behavior, with a characteristic sawtooth pattern that suggests a modular structure. Using MDS, we predicted that the mechanical stability of F1C pili arises from the cooperation of individual pilin subunits and their interactions with the solvent and other biomolecules. We also found that the presence of calcium ions enhances the mechanical properties of F1C pili, possibly due to the formation of intramolecular and intermolecular bonds. Our results provide new insights into the biomechanics of F1C pili and pave the way to the rational design of novel antibacterial agents targeting these key virulence determinants. Additionally, our methodology can be extended to study other important pili systems and protein assemblies in the field of molecular biomechanics.",183
Local recoil of extended solitons: a string theory example,0,"It is well-known that localized topological defects (solitons) experience recoil when they suffer an impact by incident particles. Higher-dimensional topological defects develop distinctive wave patterns propagating along their worldvolume under similar circumstances. For 1-dimensional topological defects (vortex lines), these wave patterns fail to decay in the asymptotic future: the propagating wave eventually displaces the vortex line a finite distance away from its original position (the distance is proportional to the transferred momentum). The quantum version of this phenomenon, which we call ``local recoil'', can be seen as a simple geometric manifestation of the absence of spontaneous symmetry breaking in 1+1 dimensions. Analogously to soliton recoil, local recoil of vortex lines is associated with infrared divergences in perturbative expansions. In perturbative string theory, such divergences appear in amplitudes for closed strings scattering off a static D1-brane. Through a Dirac-Born-Infeld analysis, it is possible to resum these divergences in a way that yields finite, momentum-conserving amplitudes.",162
Local recoil of extended solitons: a string theory example,1,"We investigate the phenomenon of local recoil in extended solitons, focusing on a particular example from string theory. Solitons are stable solutions of nonlinear field equations that can propagate without changing their shape, and they can play an important role in many areas of physics. In the case of extended solitons, such as strings or membranes, we show that they can experience a localized recoil when they encounter a defect in their environment. We analyze the dynamics of this process and derive an expression for the recoil velocity in terms of the properties of the soliton and the defect. We use our results to discuss potential applications in string theory and related fields, such as the study of cosmic strings or the behavior of branes in higher-dimensional spaces. Our work provides new insights into the dynamical behavior of extended solitons and their interactions with their surroundings.",147
Groupes analytiques rigides p-divisibles II,0,"Let $K$ be a $p$-adic field. We continue to develop the theory of rigid analytic $p$-divisible groups over $K$. For example, we explain how to find back the category of Banach-Colmez spaces from rigid analytic $p$-divisible groups ""in finite level"" without perfectoid spaces. We then establish some results about families of rigid analytic $p$-divisible groups. This allows us to prove a ""minimality"" result in the sense of birationnal geometry for integral models of unramified Rapoport-Zink spaces.",82
Groupes analytiques rigides p-divisibles II,1,"Building upon the work from the first part of the paper, this article continues the study of rigid analytic groups of p-divisible type. Specifically, we investigate the moduli space of p-divisible groups associated to such groups. We introduce a new construction of these groups, which yields interesting algebraic properties inherited from the original rigid analytic group. The main objects of study are the Newton strata in these moduli spaces, and their description allows us to obtain new results in the arithmetic of these groups.",86
The {-3}-reconstruction and the {-3}-self duality of tournaments,0,"Let T = (V,A) be a (finite) tournament and k be a non negative integer. For every subset X of V is associated the subtournament T[X] = (X,A\cap (X \timesX)) of T, induced by X. The dual tournament of T, denoted by T\ast, is the tournament obtained from T by reversing all its arcs. The tournament T is self dual if it is isomorphic to its dual. T is {-k}-self dual if for each set X of k vertices, T[V \ X] is self dual. T is strongly self dual if each of its induced subtournaments is self dual. A subset I of V is an interval of T if for a, b \in I and for x \in V \ I, (a,x) \in A if and only if (b,x) \in A. For instance, \varnothing, V and {x}, where x \in V, are intervals of T called trivial intervals. T is indecomposable if all its intervals are trivial; otherwise, it is decomposable. A tournament T', on the set V, is {-k}-hypomorphic to T if for each set X on k vertices, T[V \ X] and T'[V \ X] are isomorphic. The tournament T is {-k}-reconstructible if each tournament {-k}-hypomorphic to T is isomorphic to it. Suppose that T is decomposable and | V |\geq 9. In this paper, we begin by proving the equivalence between the {-3}-self duality and the strong self duality of T. Then we characterize each tournament {-3}-hypomorphic to T. As a consequence of this characterization, we prove that if there is no interval X of T such that T[X] is indecomposable and | V \ X |\leq 2, then T is {-3}-reconstructible. Finally, we conclude by reducing the {-3}-reconstruction problem to the indecomposable case (between a tournament and its dual). In particular, we find and improve, in a less complicated way, the results of [6] found by Y. Boudabbous and A. Boussairi.",327
The {-3}-reconstruction and the {-3}-self duality of tournaments,1,"In this paper, we investigate the concept of the {-3}-reconstruction and the {-3}-self duality of tournaments. Tournaments are directed graphs where every pair of distinct vertices is connected by a single directed edge. They are widely used in modeling real-life situations in areas such as sports, politics, and economics. A {-3}-tournament is a tournament where every 3-cycle has a unique chord, meaning that it has a unique directed path connecting two non-adjacent vertices of the cycle. In the {-3}-reconstruction problem, we aim to reconstruct a labeled tournament from the multiset of lengths of its paths of length three.

We first determine the conditions for a tournament to be a {-3}-tournament. We then establish a necessary and sufficient condition for a multiset of integers to be the multiset of lengths of paths of length three in a {-3}-tournament. Using these results, we provide an algorithm for reconstructing a labeled {-3}-tournament from its multiset of path lengths and prove that the algorithm is correct.

Next, we investigate the concept of {-3}-self duality of tournaments. A tournament is {\tau-self dual} if there exists an automorphism of the tournament that takes every vertex to its complement with respect to $\tau$. We give a criterion for determining whether a tournament is {-3}-self dual, and show that this criterion also holds for the classes of transitive, regular, and strongly connected tournaments. Lastly, we provide a construction for {\tau}-self dual {-3}-tournaments with an even number of vertices.

Our results have implications in the fields of graph theory, combinatorics, and theoretical computer science. Specifically, they can be used to analyze and model real-life situations such as voting systems, sports tournaments, and social networks.",291
From core collapse to superluminous: The rates of massive stellar explosions from the Palomar Transient Factory,0,"We present measurements of the local core collapse supernova (SN) rate using SN discoveries from the Palomar Transient Factory (PTF). We use a Monte Carlo simulation of hundreds of millions of SN light curve realizations coupled with the detailed PTF survey detection efficiencies to forward-model the SN rates in PTF. Using a sample of 86 core collapse SNe, including 26 stripped-envelope SNe (SESNe), we show that the overall core collapse SN volumetric rate is $r^\mathrm{CC}_v=9.10_{-1.27}^{+1.56}\times10^{-5}\,\text{SNe yr}^{-1}\,\text{Mpc}^{-3}\, h_{70}^{3}$ at $ \langle z \rangle = 0.028$, and the SESN volumetric rate is $r^\mathrm{SE}_v=2.41_{-0.64}^{+0.81}\times10^{-5}\, \text{SNe yr}^{-1}\,\text{Mpc}^{-3}\, h_{70}^{3}$. We further measure a volumetric rate for hydrogen-free superluminous SNe (SLSNe-I) using 8 events at $z{\le}0.2$ of $r^\mathrm{SLSN-I}_v=35_{-13}^{+25}\, \text{SNe yr}^{-1}\text{Gpc}^{-3}\, h_{70}^{3}$, which represents the most precise SLSN-I rate measurement to date.

Using a simple cosmic star-formation history to adjust these volumetric rate measurements to the same redshift, we measure a local ratio of SLSN-I to SESN of $\sim1/810^{+1500}_{-94}$, and of SLSN-I to all CCSN types of $\sim 1/3500^{+2800}_{-720}$. However, using host galaxy stellar mass as a proxy for metallicity, we also show that this ratio is strongly metallicity dependent: in low-mass ($\mathrm{log} M_{*} < 9.5 \mathrm{M}_\odot$) galaxies, which are the only environments that host SLSN-I in our sample, we measure a SLSN-I to SESN fraction of $1/300^{+380}_{-170}$ and $1/1700^{+1800}_{-720}$ for all CCSN. We further investigate the SN rates a function of host galaxy stellar mass and show that the specific rates of all core collapse SNe decrease with increasing stellar mass.",329
From core collapse to superluminous: The rates of massive stellar explosions from the Palomar Transient Factory,1,"The Palomar Transient Factory (PTF) is a wide-field optical survey designed to systematically explore the transient and variable sky. In this paper, we present the rates of massive stellar explosions observed by PTF. These include core-collapse supernovae (CCSNe), Type IIb supernovae, and superluminous supernovae (SLSNe).

We analyzed a sample of 108 CCSNe, which constitute the largest sample of core-collapse events observed by a single survey to date. We also found 11 Type IIb SNe, which represent a rare subtype of CCSNe that exhibit a hydrogen-poor envelope. Additionally, we discovered 17 SLSNe, which are extremely bright explosions that cannot be explained by conventional models of supernovae.

We used a statistical approach to estimate the rates of these events, corrected for the survey efficiency and selection biases. We found that the rate of CCSNe is 2.73 ± 0.09 events per century per 10^10 solar masses, which is consistent with previous measurements. The rate of Type IIb SNe is much lower at 0.26 ± 0.06 events per century per 10^10 solar masses, while the rate of SLSNe is even lower at 0.31 ± 0.06 events per century per 10^10 solar masses.

Overall, our results provide important constraints on the rates of massive stellar explosions in the local universe, and have implications for the understanding of the final stages of the evolution of massive stars. The large sample of CCSNe observed by PTF enables us to study the properties of these events in more detail, and to explore the diversity in their observational characteristics. The discovery of Type IIb SNe and SLSNe by PTF contributes to the growing field of exotic explosions, and highlights the need for further theoretical and observational studies.",288
Towards Human Computable Passwords,0,"An interesting challenge for the cryptography community is to design authentication protocols that are so simple that a human can execute them without relying on a fully trusted computer. We propose several candidate authentication protocols for a setting in which the human user can only receive assistance from a semi-trusted computer --- a computer that stores information and performs computations correctly but does not provide confidentiality. Our schemes use a semi-trusted computer to store and display public challenges $C_i\in[n]^k$. The human user memorizes a random secret mapping $\sigma:[n]\rightarrow\mathbb{Z}_d$ and authenticates by computing responses $f(\sigma(C_i))$ to a sequence of public challenges where $f:\mathbb{Z}_d^k\rightarrow\mathbb{Z}_d$ is a function that is easy for the human to evaluate. We prove that any statistical adversary needs to sample $m=\tilde{\Omega}(n^{s(f)})$ challenge-response pairs to recover $\sigma$, for a security parameter $s(f)$ that depends on two key properties of $f$. To obtain our results, we apply the general hypercontractivity theorem to lower bound the statistical dimension of the distribution over challenge-response pairs induced by $f$ and $\sigma$. Our lower bounds apply to arbitrary functions $f $ (not just to functions that are easy for a human to evaluate), and generalize recent results of Feldman et al. As an application, we propose a family of human computable password functions $f_{k_1,k_2}$ in which the user needs to perform $2k_1+2k_2+1$ primitive operations (e.g., adding two digits or remembering $\sigma(i)$), and we show that $s(f) = \min\{k_1+1, (k_2+1)/2\}$.

For these schemes, we prove that forging passwords is equivalent to recovering the secret mapping. Thus, our human computable password schemes can maintain strong security guarantees even after an adversary has observed the user login to many different accounts.",310
Towards Human Computable Passwords,1,"Passwords are ubiquitous in our digital lives, serving as the gateway to a multitude of sensitive information. However, traditional alphanumeric passwords have become increasingly vulnerable to attacks by hackers. In response, researchers have begun exploring alternative authentication measures that are both secure and user-friendly. One such innovation is the concept of human computable passwords. 

Human computable passwords leverage the unique cognitive abilities of humans to create robust and easily remembered passwords. These passwords incorporate elements of randomness, requiring users to identify patterns and complete tasks that are intuitive for humans but difficult for machines. By harnessing the power of human cognition, human computable passwords are less vulnerable to attacks that rely on automated brute force or dictionary attacks. 

To date, research in this area has focused on optimizing the usability and security of human computable passwords. One key challenge is ensuring that users can effectively create and remember these passwords, especially across multiple accounts. Researchers have explored various mechanisms, such as creating visual mnemonics or using personalized stories, to facilitate this process. 

In addition to its potential as a secure, user-friendly authentication mechanism, human computable passwords may also have implications for fields such as cryptography and cognitive psychology. For example, some researchers have proposed leveraging human computable password schemes to support secure multi-party computation and to create secure computational protocols that are resilient to adversaries. Furthermore, the study of human computable passwords can provide insights into the cognitive processes that underlie human information processing and memory. 

In conclusion, human computable passwords represent a promising innovation in the field of secure authentication. The development of user-friendly and robust human computable password schemes has the potential to enhance security across a broad range of digital applications. Continued research in this area will bring us closer to realizing this promising potential.",302
"Fine-Grained, Language-Based Access Control for Database-Backed Applications",0,"Context: Database-backed applications often run queries with more authority than necessary. Since programs can access more data than they legitimately need, flaws in security checks at the application level can enable malicious or buggy code to view or modify data in violation of intended access control policies.

Inquiry: Although database management systems provide tools to control access to data, these tools are not well-suited for modern applications which often have many users and consist of many different software components. First, databases are unaware of application users, and creating a new database user for each application user is impractical for applications with many users.

Second, different components of the same application may require different authority, which would require creating different database users for different software components. Thus, it is difficult to use existing tools to properly limit the authority an application has when executing queries. For this reason, we consider a new, language-based approach to application-specific database security.

Approach: Prior work has addressed the difficulty of running applications with least privilege using capability-based security and software contracts, which we adapt to the setting of database-backed applications.

Knowledge: This paper's main contribution is the design and implementation of ShillDB, a language for writing secure database-backed applications. ShillDB enables reasoning about database access at the language level through capabilities, which limit which database tables a program can access, and contracts, which limit what operations a program can perform on those tables.

ShillDB contracts are expressed as part of function interfaces, making it easy to specify different access control policies for different components.

Contracts act as executable security documentation for ShillDB programs and are enforced by the language runtime. Further, ShillDB provides database access control guarantees independent of (and in addition to) the security mechanisms of the underlying database management system.

Grounding: We have implemented a prototype of ShillDB and have used it to implement the backend for a lending library reservation system with contracts for each endpoint to evaluate the performance and usability of ShillDB.

Further, we benchmark individual database operations in ShillDB to better understand the language's performance overhead.

Importance: Our experience indicates that ShillDB is a practical language for enforcing database access control policies in realistic, multi-user applications and has reasonable performance overhead. ShillDB allows developers to reason about security at the component level, safely compose components, and reuse third-party components with their own application-specific database security policies.",409
